-5.5,-15.0,-7.27713600031,1
19.5,38.0,19.8550728296,1
16.0,16.0,17.9856177117,0
-6.5,5.0,-4.67625310561,1
10.5,23.0,9.97713069856,0
4.0,-5.0,1.95982237789,1
-12.5,-41.0,-7.54016218866,0
5.0,2.0,9.53457647053,0
5.5,22.0,2.0797343907,0
-10.0,12.0,-4.03373728893,1
4.0,1.0,1.26485693842,1
10.0,-4.0,10.4501143875,0
-4.5,-6.0,-4.38305666874,0
-4.5,-14.0,-3.34128835482,0
12.5,-12.0,12.1917730532,1
-4.0,-6.0,-4.1572822748,1
13.0,4.0,21.2964341386,0
-4.5,-2.0,-3.64460404557,1
11.0,17.0,11.7951756234,1
10.0,17.0,10.935855012,1
2.5,16.0,3.46619549425,1
11.5,24.0,13.1003028403,1
5.5,-5.0,0.125316946602,1
-9.5,-16.0,-8.57012201169,0
7.0,7.0,7.30190776106,0
-1.0,-11.0,2.68377273847,0
5.0,6.0,4.98997556256,0
5.5,17.0,2.72812473913,0
-4.0,10.0,-4.01772208564,0
1.5,5.0,2.83402021909,1
9.0,12.0,4.85690545895,0
8.5,18.0,12.6024565077,1
2.5,-5.0,4.02850061751,0
-6.5,-9.0,-4.02132678302,0
12.0,10.0,7.73910991026,1
12.0,10.0,12.3798130021,0
2.0,-5.0,-2.48142910065,1
10.0,21.0,8.76395504223,0
10.5,25.0,8.44118817602,0
2.0,-2.0,4.80556170222,0
1.5,1.0,0.44960250748,1
-4.0,-7.0,-1.09778329287,0
-3.0,-2.0,-1.86714096461,1
5.5,5.0,5.28798198288,1
2.5,-13.0,3.38864480649,0
-8.5,-4.0,-5.92600478753,1
6.5,30.0,10.3026153912,1
-3.5,6.0,-4.76698800703,0
