1.100000000000000000e+01,0.000000000000000000e+00,1.300000000000000000e+01,1.500000000000000000e+01,6.579999999999999716e+01,7.379999999999999716e+01,7.700000000000000000e+01,8.570000000000000284e+01,1.340000000000000036e+01,2.239999999999999858e+01,1.150000000000000000e+01,1.400000000000000000e+01,3.750000000000000000e+01,4.039999999999999858e+01,4.900000000000000000e+01,5.570000000000000284e+01,3.560000000000000142e+01,3.260000000000000142e+01,4.510000000000000120e-01,4.289999999999999925e-01,1.359999999999999964e+01,1.380000000000000071e+01,6.360000000000000142e+01,6.320000000000000284e+01,4.629999999999999716e+01,4.389999999999999858e+01,1.159999999999999964e+01,1.000000000000000000e+01,2.280000000000000071e+01,2.769999999999999929e+01,6.200000000000000178e+00,5.000000000000000000e+00,8.099999999999999645e+00,6.299999999999999822e+00,1.839999999999999858e+01,1.700000000000000000e+01,7.400000000000000000e+01,8.400000000000000000e+01
2.480000000000000000e+02,1.000000000000000000e+00,1.370000000000000000e+02,1.800000000000000000e+01,4.750000000000000000e+01,6.800000000000000000e+01,6.940000000000000568e+01,6.959999999999999432e+01,1.019999999999999929e+01,2.280000000000000071e+01,1.369999999999999929e+01,1.580000000000000071e+01,4.420000000000000284e+01,3.539999999999999858e+01,5.029999999999999716e+01,5.560000000000000142e+01,3.550000000000000000e+01,3.169999999999999929e+01,4.079999999999999738e-01,2.780000000000000249e-01,1.980000000000000071e+01,1.340000000000000036e+01,5.920000000000000284e+01,4.689999999999999858e+01,4.010000000000000142e+01,4.060000000000000142e+01,1.109999999999999964e+01,8.199999999999999289e+00,2.930000000000000071e+01,2.350000000000000000e+01,5.400000000000000355e+00,4.900000000000000355e+00,5.900000000000000355e+00,7.400000000000000355e+00,1.739999999999999858e+01,1.450000000000000000e+01,5.300000000000000000e+01,7.600000000000000000e+01
1.300000000000000000e+01,2.110000000000000000e+02,1.700000000000000000e+01,1.310000000000000000e+02,8.379999999999999716e+01,7.220000000000000284e+01,8.290000000000000568e+01,8.500000000000000000e+01,1.660000000000000142e+01,2.100000000000000089e+00,1.980000000000000071e+01,1.380000000000000071e+01,3.760000000000000142e+01,3.720000000000000284e+01,5.860000000000000142e+01,5.270000000000000284e+01,2.810000000000000142e+01,2.560000000000000142e+01,4.000000000000000222e-01,3.639999999999999902e-01,1.819999999999999929e+01,1.290000000000000036e+01,6.620000000000000284e+01,8.290000000000000568e+01,4.779999999999999716e+01,5.320000000000000284e+01,8.099999999999999645e+00,9.000000000000000000e+00,2.600000000000000000e+01,2.460000000000000142e+01,1.600000000000000089e+00,3.799999999999999822e+00,5.799999999999999822e+00,5.500000000000000000e+00,1.580000000000000071e+01,1.910000000000000142e+01,9.700000000000000000e+01,6.400000000000000000e+01
1.070000000000000000e+02,2.400000000000000000e+01,1.970000000000000000e+02,3.900000000000000000e+01,5.600000000000000000e+01,7.250000000000000000e+01,6.120000000000000284e+01,7.379999999999999716e+01,-1.600000000000000089e+00,9.900000000000000355e+00,1.259999999999999964e+01,1.219999999999999929e+01,3.889999999999999858e+01,3.620000000000000284e+01,4.670000000000000284e+01,5.150000000000000000e+01,2.400000000000000000e+01,3.100000000000000000e+01,3.190000000000000058e-01,4.219999999999999862e-01,2.000000000000000000e+01,1.459999999999999964e+01,6.289999999999999858e+01,6.389999999999999858e+01,4.189999999999999858e+01,4.860000000000000142e+01,7.900000000000000355e+00,8.800000000000000711e+00,2.789999999999999858e+01,2.419999999999999929e+01,4.599999999999999645e+00,4.099999999999999645e+00,4.900000000000000355e+00,6.500000000000000000e+00,2.250000000000000000e+01,1.819999999999999929e+01,5.700000000000000000e+01,7.900000000000000000e+01
2.290000000000000000e+02,2.000000000000000000e+01,6.800000000000000000e+01,1.400000000000000000e+01,7.220000000000000284e+01,8.520000000000000284e+01,8.200000000000000000e+01,8.909999999999999432e+01,4.900000000000000355e+00,2.650000000000000000e+01,1.569999999999999929e+01,1.889999999999999858e+01,3.829999999999999716e+01,4.039999999999999858e+01,5.510000000000000142e+01,5.720000000000000284e+01,2.780000000000000071e+01,3.429999999999999716e+01,3.469999999999999751e-01,3.230000000000000093e-01,1.619999999999999929e+01,1.050000000000000000e+01,7.709999999999999432e+01,6.260000000000000142e+01,5.039999999999999858e+01,4.360000000000000142e+01,9.099999999999999645e+00,1.059999999999999964e+01,2.600000000000000000e+01,2.639999999999999858e+01,3.600000000000000089e+00,4.500000000000000000e+00,8.900000000000000355e+00,8.199999999999999289e+00,1.760000000000000142e+01,1.550000000000000000e+01,7.200000000000000000e+01,8.700000000000000000e+01
2.290000000000000000e+02,2.000000000000000000e+01,6.800000000000000000e+01,1.400000000000000000e+01,7.220000000000000284e+01,8.520000000000000284e+01,8.200000000000000000e+01,8.909999999999999432e+01,4.900000000000000355e+00,2.650000000000000000e+01,1.569999999999999929e+01,1.889999999999999858e+01,3.829999999999999716e+01,4.039999999999999858e+01,5.510000000000000142e+01,5.720000000000000284e+01,2.780000000000000071e+01,3.429999999999999716e+01,3.469999999999999751e-01,3.230000000000000093e-01,1.619999999999999929e+01,1.050000000000000000e+01,7.709999999999999432e+01,6.260000000000000142e+01,5.039999999999999858e+01,4.360000000000000142e+01,9.099999999999999645e+00,1.059999999999999964e+01,2.600000000000000000e+01,2.639999999999999858e+01,3.600000000000000089e+00,4.500000000000000000e+00,8.900000000000000355e+00,8.199999999999999289e+00,1.760000000000000142e+01,1.550000000000000000e+01,6.300000000000000000e+01,1.060000000000000000e+02
2.900000000000000000e+01,5.100000000000000000e+01,6.700000000000000000e+01,4.400000000000000000e+01,7.320000000000000284e+01,7.920000000000000284e+01,8.509999999999999432e+01,8.429999999999999716e+01,2.300000000000000000e+01,1.290000000000000036e+01,1.639999999999999858e+01,1.789999999999999858e+01,3.860000000000000142e+01,3.810000000000000142e+01,5.750000000000000000e+01,5.320000000000000284e+01,3.670000000000000284e+01,3.729999999999999716e+01,3.119999999999999996e-01,3.539999999999999813e-01,1.280000000000000071e+01,1.519999999999999929e+01,6.210000000000000142e+01,7.140000000000000568e+01,4.489999999999999858e+01,4.760000000000000142e+01,1.140000000000000036e+01,1.109999999999999964e+01,2.469999999999999929e+01,2.330000000000000071e+01,3.299999999999999822e+00,5.400000000000000355e+00,4.599999999999999645e+00,9.099999999999999645e+00,1.889999999999999858e+01,2.139999999999999858e+01,7.200000000000000000e+01,8.400000000000000000e+01
2.910000000000000000e+02,1.970000000000000000e+02,2.250000000000000000e+02,5.800000000000000000e+01,6.920000000000000284e+01,8.679999999999999716e+01,7.909999999999999432e+01,7.179999999999999716e+01,-4.400000000000000355e+00,2.299999999999999822e+00,1.390000000000000036e+01,1.839999999999999858e+01,3.629999999999999716e+01,3.860000000000000142e+01,5.200000000000000000e+01,5.460000000000000142e+01,2.130000000000000071e+01,2.830000000000000071e+01,2.859999999999999765e-01,3.240000000000000102e-01,1.500000000000000000e+01,1.880000000000000071e+01,8.359999999999999432e+01,6.940000000000000568e+01,5.250000000000000000e+01,4.439999999999999858e+01,7.000000000000000000e+00,8.300000000000000711e+00,2.530000000000000071e+01,2.730000000000000071e+01,3.899999999999999911e+00,4.700000000000000178e+00,5.599999999999999645e+00,2.899999999999999911e+00,2.039999999999999858e+01,1.919999999999999929e+01,5.700000000000000000e+01,7.700000000000000000e+01
2.790000000000000000e+02,2.500000000000000000e+01,2.750000000000000000e+02,3.300000000000000000e+01,5.920000000000000284e+01,7.979999999999999716e+01,7.120000000000000284e+01,7.559999999999999432e+01,-1.199999999999999956e+00,1.590000000000000036e+01,1.319999999999999929e+01,1.639999999999999858e+01,3.620000000000000284e+01,3.960000000000000142e+01,4.920000000000000284e+01,5.770000000000000284e+01,2.939999999999999858e+01,3.279999999999999716e+01,3.300000000000000155e-01,3.780000000000000027e-01,1.600000000000000000e+01,1.830000000000000071e+01,7.229999999999999716e+01,5.979999999999999716e+01,4.960000000000000142e+01,4.329999999999999716e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.350000000000000000e+01,2.719999999999999929e+01,4.299999999999999822e+00,4.200000000000000178e+00,4.299999999999999822e+00,5.900000000000000355e+00,2.050000000000000000e+01,1.590000000000000036e+01,7.900000000000000000e+01,7.700000000000000000e+01
3.160000000000000000e+02,2.000000000000000000e+02,3.480000000000000000e+02,2.700000000000000000e+01,5.879999999999999716e+01,8.479999999999999716e+01,6.079999999999999716e+01,8.590000000000000568e+01,-1.080000000000000071e+01,1.500000000000000000e+01,1.350000000000000000e+01,1.490000000000000036e+01,3.200000000000000000e+01,3.960000000000000142e+01,4.729999999999999716e+01,5.470000000000000284e+01,2.260000000000000142e+01,3.289999999999999858e+01,3.980000000000000204e-01,3.960000000000000187e-01,2.030000000000000071e+01,1.359999999999999964e+01,7.150000000000000000e+01,7.090000000000000568e+01,5.279999999999999716e+01,4.300000000000000000e+01,6.500000000000000000e+00,1.009999999999999964e+01,2.400000000000000000e+01,2.700000000000000000e+01,3.200000000000000178e+00,5.200000000000000178e+00,2.799999999999999822e+00,7.400000000000000355e+00,1.700000000000000000e+01,2.050000000000000000e+01,4.900000000000000000e+01,9.800000000000000000e+01
