18.0,64.0,19.0,43.0,75.8,70.8,90.8,69.0,16.9,3.0,18.6,10.9,35.0,38.7,62.3,46.4,25.3,28.9,0.299,0.285,13.8,15.8,73.9,66.0,50.8,47.1,7.4,10.1,25.9,25.6,2.9,4.0,6.6,6.4,16.0,17.7
205.0,199.0,30.0,60.0,63.5,68.0,82.3,70.6,17.0,8.3,18.0,15.2,36.4,40.2,54.8,51.0,34.3,39.9,0.452,0.388,15.1,17.6,65.3,62.2,49.6,47.5,10.4,12.2,23.0,24.7,4.9,3.3,9.7,6.2,19.0,16.3
56.0,193.0,70.0,3.0,70.2,85.8,74.3,88.5,6.6,23.0,16.3,18.9,40.9,45.6,50.0,55.1,28.9,42.9,0.295,0.388,16.2,15.2,67.7,65.5,43.2,43.4,9.4,14.2,27.0,28.4,3.1,2.8,4.1,7.2,20.0,17.2
10.0,38.0,38.0,75.0,73.2,72.2,76.6,75.8,11.0,11.2,14.8,12.4,41.4,43.2,50.3,48.4,34.9,36.2,0.385,0.432,16.1,15.2,65.6,64.5,48.5,42.4,11.1,12.8,25.5,27.1,3.9,4.5,7.6,5.1,20.2,18.0
68.0,3.0,88.0,7.0,65.8,85.8,73.6,95.1,4.6,26.1,10.3,20.6,36.9,43.5,46.1,53.6,28.2,39.1,0.431,0.376,17.0,11.9,69.0,69.0,48.1,44.8,8.7,14.5,24.0,26.1,2.7,7.4,7.0,7.9,19.6,18.1
255.0,5.0,117.0,11.0,56.5,78.5,75.4,75.0,-0.7,15.6,14.7,14.8,34.0,44.2,52.9,47.4,26.0,37.6,0.385,0.341,15.6,12.9,76.1,59.4,52.6,41.0,7.6,14.0,22.9,28.0,4.4,6.4,6.1,7.2,22.0,20.0
12.0,222.0,16.0,130.0,70.8,60.8,78.9,70.4,18.5,1.1,15.2,13.6,31.9,37.7,57.8,48.1,27.0,17.5,0.364,0.259,14.0,15.2,60.4,69.3,46.5,42.3,7.5,6.3,22.0,27.7,2.8,4.1,7.0,6.4,18.5,22.4
59.0,8.0,150.0,5.0,73.5,89.0,88.1,83.5,8.4,18.9,14.3,16.2,39.6,41.4,55.6,55.1,35.3,32.1,0.386,0.331,16.5,14.6,79.7,64.6,48.7,43.1,11.1,10.0,25.3,27.8,7.6,3.9,7.3,7.6,23.4,17.5
90.0,41.0,144.0,78.0,67.5,78.5,70.2,77.0,-8.8,4.9,14.0,14.9,38.2,39.2,50.0,51.0,30.9,26.9,0.281,0.439,21.5,14.3,79.0,72.1,50.8,46.3,9.8,8.4,24.2,27.2,3.5,4.4,5.2,3.5,25.2,17.0
219.0,28.0,187.0,57.0,58.8,73.2,69.9,71.9,2.3,7.6,14.9,14.8,38.4,33.0,47.5,53.4,34.3,24.6,0.404,0.355,18.0,17.6,67.6,64.2,46.1,47.7,11.3,7.0,24.0,22.0,8.0,3.8,5.6,8.2,18.0,20.4
136.0,30.0,206.0,24.0,56.8,77.8,74.6,75.3,-1.4,12.0,14.9,17.6,37.3,41.0,54.7,52.3,29.0,36.6,0.303,0.29,20.3,14.8,76.0,63.3,49.5,44.3,8.7,11.9,25.4,26.0,2.3,6.3,4.4,6.9,22.3,15.9
327.0,194.0,213.0,6.0,50.2,84.2,51.9,90.6,-21.4,30.3,10.9,18.7,35.9,40.0,38.1,53.5,25.8,38.2,0.235,0.376,19.7,11.6,73.3,60.3,49.2,45.5,9.1,14.1,23.0,22.4,2.3,3.9,4.4,13.1,22.1,19.1
217.0,110.0,54.0,207.0,71.2,69.2,74.4,69.8,5.0,-2.3,16.2,11.8,35.6,37.2,53.6,51.5,29.2,29.6,0.326,0.381,18.1,21.0,69.4,72.2,49.1,51.1,9.4,8.8,24.6,24.8,3.8,3.8,7.8,4.3,19.8,17.8
275.0,80.0,179.0,115.0,65.0,74.0,70.2,72.3,-1.5,3.1,11.4,14.0,39.2,35.9,47.3,47.7,29.7,23.8,0.414,0.296,16.0,16.2,71.8,69.2,49.2,46.9,9.8,8.0,26.1,25.0,2.6,6.6,4.2,6.9,18.8,17.8
121.0,232.0,178.0,118.0,68.2,74.8,75.2,72.7,-1.4,8.9,12.2,15.6,35.8,31.0,49.3,55.9,28.3,15.4,0.462,0.304,18.9,14.4,76.6,63.9,52.4,49.1,9.4,4.3,24.0,23.0,2.1,1.6,6.2,6.7,18.4,15.4
237.0,63.0,222.0,41.0,66.0,74.0,69.0,77.8,-1.1,4.9,11.0,15.2,40.8,37.4,44.8,51.3,34.5,27.0,0.491,0.315,18.8,13.3,70.1,72.9,48.8,49.8,12.3,9.1,25.7,24.4,3.6,6.9,6.0,6.5,16.3,16.9
125.0,224.0,191.0,112.0,65.8,71.2,70.3,65.1,-1.0,0.9,14.0,11.0,30.3,33.7,49.4,51.4,19.6,27.4,0.466,0.42,17.6,19.7,71.3,64.3,48.5,47.3,6.3,7.9,22.0,23.0,4.7,4.9,6.3,7.4,20.3,16.7
83.0,50.0,230.0,99.0,70.0,83.5,64.0,87.8,-2.8,10.4,12.5,17.0,30.0,47.1,48.7,49.5,19.4,30.0,0.387,0.408,17.7,15.4,66.8,77.4,50.1,45.1,6.2,10.8,21.5,33.4,2.2,4.8,5.7,6.9,15.3,20.5
179.0,15.0,273.0,29.0,50.5,80.0,69.2,75.6,-10.8,14.8,10.8,15.3,29.5,39.9,51.8,55.0,17.6,39.1,0.381,0.296,20.0,15.5,80.0,60.8,54.0,46.2,5.8,11.6,21.6,25.2,2.6,3.7,7.9,5.3,19.2,15.0
264.0,207.0,240.0,111.0,59.8,69.2,67.0,63.2,-6.5,-2.8,12.6,10.5,33.6,29.5,47.2,46.5,21.6,15.9,0.426,0.292,18.3,16.1,73.5,66.0,52.1,49.7,7.2,5.3,24.2,21.0,2.5,3.3,6.4,8.3,17.0,18.2
328.0,23.0,294.0,37.0,53.0,76.5,64.5,79.8,-3.8,18.6,9.5,14.1,43.4,34.4,40.2,58.3,34.2,27.0,0.383,0.357,17.6,14.6,68.2,61.1,45.6,47.5,13.4,6.9,27.0,25.8,2.4,4.1,5.8,7.0,23.0,17.0
280.0,284.0,233.0,155.0,69.2,74.8,75.0,73.7,3.6,2.1,16.0,13.3,34.9,40.7,47.6,49.6,27.8,32.4,0.309,0.403,13.8,16.0,71.4,71.6,49.5,49.0,10.6,11.6,22.7,25.9,3.6,3.3,8.9,5.0,20.7,20.0
269.0,146.0,182.0,216.0,75.5,80.5,80.0,70.9,1.6,-3.8,13.3,10.5,36.9,38.2,50.0,44.7,23.1,29.3,0.369,0.407,13.2,14.5,78.4,74.6,50.1,49.4,8.1,10.6,23.4,23.9,2.4,3.1,5.0,5.4,25.7,20.4
220.0,317.0,123.0,263.0,76.2,67.8,77.4,73.4,11.8,-3.7,15.2,14.3,30.6,32.9,56.2,48.6,26.2,27.3,0.19,0.28,12.4,15.1,65.6,77.1,52.1,57.7,7.8,9.7,20.2,20.7,3.6,2.1,8.4,7.0,17.6,19.7
286.0,113.0,180.0,237.0,64.2,68.8,66.7,69.9,0.2,-4.4,11.5,13.8,35.8,32.6,45.2,50.6,26.7,26.7,0.303,0.241,14.8,16.2,66.5,74.2,48.9,51.7,9.3,8.4,24.2,22.5,4.3,2.9,6.3,4.1,17.7,21.5
289.0,69.0,312.0,72.0,64.5,77.0,68.6,77.5,-9.4,4.1,14.2,14.6,33.2,33.9,50.0,52.8,26.1,27.7,0.391,0.527,18.7,16.3,78.0,73.4,56.5,52.5,8.4,7.8,20.8,22.8,4.2,2.5,4.4,6.1,21.2,18.5
166.0,34.0,322.0,61.0,64.5,85.0,64.9,78.9,-16.3,9.1,13.0,13.6,33.0,39.3,44.4,54.4,20.6,29.1,0.226,0.403,17.0,18.5,81.1,69.7,55.9,46.4,7.4,9.1,22.1,27.0,3.0,5.4,5.3,8.3,17.9,19.4
174.0,117.0,238.0,203.0,66.8,74.8,74.0,78.0,-2.0,8.7,11.8,12.9,38.5,42.4,47.5,49.1,30.5,38.9,0.37,0.355,16.0,14.0,76.0,69.3,48.9,47.7,10.2,13.0,24.4,25.1,4.8,3.9,5.1,6.3,21.5,18.3
